,text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
938,"this is me pinging the horror anthology crew if y'all free this wkend

@MinovskyArticle @Masaka_Arienai @lollie_txt @Guykatsu @number_905",FALSE,3,NA,1/30/2017 17:53,FALSE,NA,8.26126E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",hacaplus,0,FALSE,FALSE,NA,NA
939,"@Ebuzzeo @ToonTransfer give up man, imagine him and Ritchie pinging balls all awa",FALSE,3,Ebuzzeo,1/30/2017 17:46,FALSE,8.2612E+17,8.26125E+17,3044222972,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",JMH1704,0,FALSE,FALSE,NA,NA
940,@goforward @aaretz @Medium v. interesting; pinging @yvonneychan,FALSE,1,aaretz,1/30/2017 17:44,FALSE,8.22061E+17,8.26124E+17,39909935,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",ServingForward,0,FALSE,FALSE,NA,NA
941,"RT @AngelUnderwater: 11 Sunday pings &amp; 4 Z pings
To see where the sharks are pinging check https://t.co/IkU087OcUu
#mondaymorningblues #Rep…",FALSE,0,NA,1/30/2017 17:40,FALSE,NA,8.26123E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",BilyHoliday,12,TRUE,FALSE,NA,NA
942,RT @woody2190: Pinging on @flightradar24 is @SouthwestAir 737-8 Max N8707P LN5992. This is the 8th Max produced &amp; SWA's 7th off the line. h…,FALSE,0,NA,1/30/2017 17:39,FALSE,NA,8.26123E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",PiotrG_,7,TRUE,FALSE,NA,NA
943,@JordanGr_11 @OfficialWolves when you back need you on the wing pinging the crosses,FALSE,1,JordanGr_11,1/30/2017 17:35,FALSE,8.26121E+17,8.26122E+17,2723038497,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",stephensm96,0,FALSE,FALSE,NA,NA
944,"List of Some Wonderful Ping Sites to Increase and Rank your Blog Posts #blogging #SEO @Adsolist  
https://t.co/N2XeL9aQ1X",FALSE,0,NA,1/30/2017 17:31,FALSE,NA,8.26121E+17,NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>",Adsnity,0,FALSE,FALSE,NA,NA
945,@Stevelp1983 i bet your phones been pinging today lad - mentions and retweets galore lol https://t.co/VwL7l5yQHh,FALSE,0,Stevelp1983,1/30/2017 17:29,FALSE,NA,8.2612E+17,89314665,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",CaseyJones1985,0,FALSE,FALSE,NA,NA
946,@ChuppaVGC @eshivgc pinging @Nowakgolfvgc,FALSE,0,ChuppaVGC,1/30/2017 17:26,FALSE,8.26115E+17,8.26119E+17,3124743747,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_LightCore,0,FALSE,FALSE,NA,NA
947,"Hi @Andy_Maslen, following our tweets about fuck-off copywriting courses, one of my team - Allie - is pinging you an email. We're up for it!",FALSE,1,NA,1/30/2017 17:20,FALSE,NA,8.26118E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",BMMarketer,0,FALSE,FALSE,NA,NA
948,RT @LReapah: When you try to cross to A on backlot and the other team are pinging nades... https://t.co/KJIwaVlHli,FALSE,0,NA,1/30/2017 17:17,FALSE,NA,8.26117E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",SmurF_EU,6,TRUE,FALSE,NA,NA
949,@archiecoder following and pinging :),FALSE,0,archiecoder,1/30/2017 17:11,FALSE,8.26096E+17,8.26116E+17,274693823,"<a href=""http://www.tweetiumapp.com"" rel=""nofollow"">Tweetium for Windows</a>",Shmuelie,0,FALSE,FALSE,NA,NA
950,"A deuterostome without an anus? Pinging @PCIntroBioLabs!
(I promise this is not a subtweet.) https://t.co/tsvfbOf5cf",FALSE,4,NA,1/30/2017 17:09,FALSE,NA,8.26115E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MicroWavesSci,0,FALSE,FALSE,NA,NA
951,@DeathNinja458 It says Ninjacraft is pinging for me what does this mean?? https://t.co/aRCrihfVrj,FALSE,2,DeathNinja458,1/30/2017 16:55,FALSE,NA,8.26112E+17,1043538978,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",JakeMcqueen95,0,FALSE,FALSE,NA,NA
952,Pinging on @flightradar24 is @SouthwestAir 737-8 Max N8707P LN5992. This is the 8th Max produced &amp; SWA's 7th off th… https://t.co/66IYJCxNcL,FALSE,17,NA,1/30/2017 16:54,TRUE,NA,8.26111E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",woody2190,7,FALSE,FALSE,NA,NA
953,@YouTube Also pinging for walfs again. Also cute puppets.,FALSE,0,XaneWolf,1/30/2017 16:52,FALSE,8.25951E+17,8.26111E+17,922362608,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",XaneWolf,0,FALSE,FALSE,NA,NA
954,"My phones been pinging all day but I'm back on @ReprezentRadio from 5PM

<ed><U+00A0><U+00BC><ed><U+00BE><U+00B6> - @KojoFunds &amp; more

via… https://t.co/AWkvIlge9q",FALSE,1,NA,1/30/2017 16:11,TRUE,NA,8.26101E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",AsiamahUK,0,FALSE,FALSE,NA,NA
955,RT @AvivaUK: Texts pinging! Phones ringing! Just how dangerously distracting is your mobile? Get clued up and #DriveSafer: https://t.co/F2R…,FALSE,0,NA,1/30/2017 16:07,FALSE,NA,8.26099E+17,NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>",AlanSackrin,3,TRUE,FALSE,NA,NA
956,My boyfriend got me a pinging ass promise ring <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>,FALSE,1,NA,1/30/2017 16:03,FALSE,NA,8.26099E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",wyomie_,0,FALSE,FALSE,NA,NA
957,The last time the Cubs were in the way that ball was pinging around tonight [stares into the c….,FALSE,0,NA,1/30/2017 16:01,FALSE,NA,8.26098E+17,NA,"<a href=""http://www.placeholder.com"" rel=""nofollow"">Gregg Bot</a>",ontologggy,0,FALSE,FALSE,NA,NA
958,RT @AvivaUK: Texts pinging! Phones ringing! Just how dangerously distracting is your mobile? Get clued up and #DriveSafer: https://t.co/F2R…,FALSE,0,NA,1/30/2017 16:00,FALSE,NA,8.26098E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FionaWhytock,3,TRUE,FALSE,NA,NA
959,"I made it obvious to people that I've been away by pinging them on Skype. The cool kids are in slack now, duh.",FALSE,0,NA,1/30/2017 15:56,FALSE,NA,8.26097E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",anders_wikstrom,0,FALSE,FALSE,NA,NA
960,The only bad thing about Twitter is that it's pinging all day<ed><U+00A0><U+00BD><ed><U+00B8><U+0082>but I love it at the same time<ed><U+00A0><U+00BD><ed><U+00B4><U+00A5>,FALSE,1,NA,1/30/2017 15:49,FALSE,NA,8.26095E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",youtube_pewds,0,FALSE,FALSE,NA,NA
961,"RT @VinAivil: List of Some Wonderful Ping Sites to Increase and Rank your Blog Posts #blogging #SEO @Adsolist  
https://t.co/ZKBaEsmHT7",FALSE,0,NA,1/30/2017 15:36,FALSE,NA,8.26092E+17,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",PRO_Backlinks,6,TRUE,FALSE,NA,NA
962,"RT @AngelUnderwater: 11 Sunday pings &amp; 4 Z pings
To see where the sharks are pinging check https://t.co/IkU087OcUu
#mondaymorningblues #Rep…",FALSE,0,NA,1/30/2017 15:34,FALSE,NA,8.26091E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",MissCostaShark,12,TRUE,FALSE,NA,NA
963,RT @mxrgs_: Dbe is the day after i get results for first semester so imma either be pinging happily or pinging quietly as i two-step off a…,FALSE,0,NA,1/30/2017 15:21,FALSE,NA,8.26088E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",NotStickyVickie,2,TRUE,FALSE,NA,NA
964,RT @mxrgs_: Dbe is the day after i get results for first semester so imma either be pinging happily or pinging quietly as i two-step off a…,FALSE,0,NA,1/30/2017 15:18,FALSE,NA,8.26087E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",lauraagraham,2,TRUE,FALSE,NA,NA
965,"RT @AngelUnderwater: 11 Sunday pings &amp; 4 Z pings
To see where the sharks are pinging check https://t.co/IkU087OcUu
#mondaymorningblues #Rep…",FALSE,0,NA,1/30/2017 15:17,FALSE,NA,8.26087E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",satchmo35,12,TRUE,FALSE,NA,NA
966,"RT @AngelUnderwater: 11 Sunday pings &amp; 4 Z pings
To see where the sharks are pinging check https://t.co/IkU087OcUu
#mondaymorningblues #Rep…",FALSE,0,NA,1/30/2017 15:17,FALSE,NA,8.26087E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RockStarLydia,12,TRUE,FALSE,NA,NA
967,Dbe is the day after i get results for first semester so imma either be pinging happily or pinging quietly as i two-step off a cliff,FALSE,4,NA,1/30/2017 15:16,FALSE,NA,8.26087E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",mxrgs_,2,FALSE,FALSE,NA,NA
968,Some old lady at the park is running after her dog shouting Ozil <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> wee dog pinging about a ball for her to chase <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>,FALSE,3,NA,1/30/2017 15:10,FALSE,NA,8.26085E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DylanConnell96,0,FALSE,FALSE,NA,NA
969,"RT @VinAivil: List of Some Wonderful Ping Sites to Increase and Rank your Blog Posts #blogging #SEO @Adsolist  
https://t.co/ZKBaEsmHT7",FALSE,0,NA,1/30/2017 14:57,FALSE,NA,8.26082E+17,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",SocialBookmarx,6,TRUE,FALSE,NA,NA
970,"RT @VinAivil: List of Some Wonderful Ping Sites to Increase and Rank your Blog Posts #blogging #SEO @Adsolist  
https://t.co/ZKBaEsmHT7",FALSE,0,NA,1/30/2017 14:51,FALSE,NA,8.26081E+17,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",bizcontenting,6,TRUE,FALSE,NA,NA
971,RT @shiaa420: Majority of middle class *cough white ppl* that come grime raves are legit just there to get pinging,FALSE,0,NA,1/30/2017 14:47,FALSE,NA,8.26079E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ItsNayf,1,TRUE,FALSE,NA,NA
972,"RT @AngelUnderwater: 11 Sunday pings &amp; 4 Z pings
To see where the sharks are pinging check https://t.co/IkU087OcUu
#mondaymorningblues #Rep…",FALSE,0,NA,1/30/2017 14:45,FALSE,NA,8.26079E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MarianneMesser4,12,TRUE,FALSE,NA,NA
973,"RT @AngelUnderwater: 11 Sunday pings &amp; 4 Z pings
To see where the sharks are pinging check https://t.co/IkU087OcUu
#mondaymorningblues #Rep…",FALSE,0,NA,1/30/2017 14:45,FALSE,NA,8.26079E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",WhaleSharkRocky,12,TRUE,FALSE,NA,NA
974,"RT @MakoSharkOscar: Starting the week with the Letter M for #mondaymotivation
Just got to keep pinging
#TalyorOCEARCHProject #ReplaceFearwi…",FALSE,0,NA,1/30/2017 14:37,FALSE,NA,8.26077E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",OCEARCH,5,TRUE,FALSE,NA,NA
975,"RT @AngelUnderwater: 11 Sunday pings &amp; 4 Z pings
To see where the sharks are pinging check https://t.co/IkU087OcUu
#mondaymorningblues #Rep…",FALSE,0,NA,1/30/2017 14:36,FALSE,NA,8.26077E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",OCEARCH,12,TRUE,FALSE,NA,NA
976,"To the fucker who pinging my servers offline carry on, my ips logging u <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB> service be back soon switching to DDoS server rental",FALSE,0,NA,1/30/2017 14:30,FALSE,NA,8.26075E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",PokeGoDY,0,FALSE,FALSE,NA,NA
977,"RT @VinAivil: List of Some Wonderful Ping Sites to Increase and Rank your Blog Posts #blogging #SEO @Adsolist  
https://t.co/ZKBaEsmHT7",FALSE,0,NA,1/30/2017 14:30,FALSE,NA,8.26075E+17,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",seotipsblogger,6,TRUE,FALSE,NA,NA
978,"RT @AngelUnderwater: 11 Sunday pings &amp; 4 Z pings
To see where the sharks are pinging check https://t.co/IkU087OcUu
#mondaymorningblues #Rep…",FALSE,0,NA,1/30/2017 14:23,FALSE,NA,8.26073E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ChrisOCEARCH,12,TRUE,FALSE,NA,NA
979,"RT @MosaicBookmarks: List of Some Wonderful Ping Sites to Increase and Rank your Blog Posts #blogging #SEO @Adsolist  
https://t.co/Pzbv4uj…",FALSE,0,NA,1/30/2017 14:15,FALSE,NA,8.26071E+17,NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>",J0rdanVa1dez,2,TRUE,FALSE,NA,NA
980,"RT @MosaicBookmarks: List of Some Wonderful Ping Sites to Increase and Rank your Blog Posts #blogging #SEO @Adsolist  
https://t.co/Pzbv4uj…",FALSE,0,NA,1/30/2017 14:13,FALSE,NA,8.26071E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",nikzazz,2,TRUE,FALSE,NA,NA
981,"List of Some Wonderful Ping Sites to Increase and Rank your Blog Posts #blogging #SEO @Adsolist  
https://t.co/Pzbv4ujpig",FALSE,0,NA,1/30/2017 14:12,FALSE,NA,8.2607E+17,NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>",MosaicBookmarks,2,FALSE,FALSE,NA,NA
982,Majority of middle class *cough white ppl* that come grime raves are legit just there to get pinging,FALSE,1,NA,1/30/2017 14:11,FALSE,NA,8.2607E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",shiaa420,1,FALSE,FALSE,NA,NA
983,RT @Adsnity: List of Some Wonderful Ping Sites to Increase and Rank your Blog Posts #blogging #SEO… https://t.co/u4xMSBykee from @vinaivil#…,FALSE,0,NA,1/30/2017 14:06,FALSE,NA,8.26069E+17,NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>",TimothyAlex,2,TRUE,FALSE,NA,NA
984,List of Some Wonderful Ping Sites to Increase and Rank your Blog Posts #blogging #SEO… https://t.co/u4xMSBykee from… https://t.co/syinJn2WmL,FALSE,1,NA,1/30/2017 14:06,TRUE,NA,8.26069E+17,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",Adsnity,2,FALSE,FALSE,NA,NA
985,When Allardyce starts playing Van Aanholt right wing and he is cutting inside and pinging them in top bins like Arjen Robben <ed><U+00A0><U+00BD><ed><U+00B9><U+0088> #safc,FALSE,0,NA,1/30/2017 13:58,FALSE,NA,8.26067E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Parkersafc,0,FALSE,FALSE,NA,NA
986,"RT @MakoSharkOscar: Starting the week with the Letter M for #mondaymotivation
Just got to keep pinging
#TalyorOCEARCHProject #ReplaceFearwi…",FALSE,0,NA,1/30/2017 13:54,FALSE,NA,8.26066E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",dogfishicu2,5,TRUE,FALSE,NA,NA
987,I need to start pinging people who owe me money... I get a feeling that I could use all the money I could get over next couple of months!!!,FALSE,0,NA,1/30/2017 13:02,FALSE,NA,8.26053E+17,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",gshny,0,FALSE,FALSE,NA,NA
988,@DLangille @github Pinging you back to tell you this is finished :),FALSE,1,DLangille,1/30/2017 12:59,FALSE,8.25894E+17,8.26052E+17,15518306,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",bschneider0922,1,FALSE,FALSE,NA,NA
989,@DannysLoopPedal @HollyBowyerX @dannyboylemusic for real tho that pinging proper hurt my ears<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>,FALSE,2,DannysLoopPedal,1/30/2017 12:59,FALSE,8.26052E+17,8.26052E+17,7.5806E+17,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ZoeFrederick_,0,FALSE,FALSE,NA,NA
990,@OneStepGrl Hellooooooooo thank you yes...trying to work but my tablet keeps pinging with #VersaillesFamily messages! <ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>,FALSE,1,OneStepGrl,1/30/2017 12:50,FALSE,8.26049E+17,8.2605E+17,25624684,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",soixantedixbis,0,FALSE,FALSE,NA,NA
991,"@MemerKillstar apparently @Psycho_Wendigo isnt worth pinging 
still love you bb",FALSE,2,MemerKillstar,1/30/2017 12:48,FALSE,8.26049E+17,8.26049E+17,2751629312,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",MemerKillstar,0,FALSE,FALSE,NA,NA
992,"List of Some Wonderful Ping Sites to Increase and Rank your Blog Posts #blogging #SEO @Adsolist  
https://t.co/rhanNdieGd",FALSE,0,NA,1/30/2017 12:33,FALSE,NA,8.26046E+17,NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>",PRO_Backlinks,0,FALSE,FALSE,NA,NA
993,@halsy5 was just thinking this ! Backs ruined I'm ruined ! Defo sitting at back and just pinging it to you,FALSE,1,halsy5,1/30/2017 11:58,FALSE,8.26007E+17,8.26037E+17,1914220800,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",rik_davies,0,FALSE,FALSE,NA,NA
994,@0livertine @Light_shot r u pinging to riot server location or some random place?,FALSE,0,0livertine,1/30/2017 11:50,FALSE,8.26035E+17,8.26035E+17,8.07654E+17,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",lolMcGreedy,0,FALSE,FALSE,NA,NA
995,"RT @tomcoates: @realDonaldTrump While we're here, since Breitbart readers keep pinging me, German crime remains lower than US: https://t.co…",FALSE,0,NA,1/30/2017 11:44,FALSE,NA,8.26033E+17,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",stathistav,10,TRUE,FALSE,NA,NA
996,"RT @Adsolist: List of Some Wonderful Ping Sites to Increase and Rank your Blog Posts #blogging #SEO @Adsolist  
https://t.co/JGCyZ7YbNs",FALSE,0,NA,1/30/2017 11:30,FALSE,NA,8.2603E+17,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",PRO_Backlinks,7,TRUE,FALSE,NA,NA
997,"RT @Adsolist: List of Some Wonderful Ping Sites to Increase and Rank your Blog Posts #blogging #SEO @Adsolist  
https://t.co/JGCyZ7YbNs",FALSE,0,NA,1/30/2017 11:11,FALSE,NA,8.26025E+17,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",MosaicBookmarks,7,TRUE,FALSE,NA,NA
998,"RT @Adsolist: List of Some Wonderful Ping Sites to Increase and Rank your Blog Posts #blogging #SEO @Adsolist  
https://t.co/JGCyZ7YbNs",FALSE,0,NA,1/30/2017 11:06,FALSE,NA,8.26024E+17,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",bizcontenting,7,TRUE,FALSE,NA,NA
999,"RT @Peterlpool: @AskPlayStation Also, finally signed in to PSN with a Download speed of 2.4mbps. But my phone right next to the PS4 is ping…",FALSE,0,NA,1/30/2017 10:54,FALSE,NA,8.26021E+17,NA,"<a href=""https://twitter.com/Nicola_Boros"" rel=""nofollow"">Nicola_Boros</a>",Nicola_Boros,1,TRUE,FALSE,NA,NA
1000,Top 65 Pinging Sites to Improve Your Off Page SEO | SEO Tips and Tricks: https://t.co/2mVHz77BIi via @YouTube,FALSE,0,NA,1/30/2017 10:50,FALSE,NA,8.2602E+17,NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",SeoRamanArora,0,FALSE,FALSE,NA,NA
1001,"#Freebie! Fav, Follow &amp; Retweet to win Martin Scorsese's hoop-pinging Derelict Postman Lifter - BLOGGERS ONLY https://t.co/GyrMC5mTBE",FALSE,1,NA,1/30/2017 10:48,FALSE,NA,8.26019E+17,NA,"<a href=""http://cheapbotsdonequick.com"" rel=""nofollow"">Cheap Bots, Done Quick!</a>",bottybotbotl,0,FALSE,FALSE,NA,NA
1002,"@AskPlayStation Also, finally signed in to PSN with a Download speed of 2.4mbps. But my phone right next to the PS4… https://t.co/iLheUP9FGC",FALSE,0,Peterlpool,1/30/2017 10:45,TRUE,8.26017E+17,8.26018E+17,205695804,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Peterlpool,1,FALSE,FALSE,NA,NA
1003,@Eeramacaroonbar with the defensive side of our play much tighter and together I think ddv would fair a lot better with pinging balls etc,FALSE,0,Eeramacaroonbar,1/30/2017 10:43,FALSE,8.26015E+17,8.26018E+17,309550425,"<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for i<U+039F>S</a>",Celticbynature,0,FALSE,FALSE,NA,NA
1004,feel personally offended that every snap filter makes me look like am pinging,FALSE,1,NA,1/30/2017 10:39,FALSE,NA,8.26017E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Leahwilliamssxx,0,FALSE,FALSE,NA,NA
1005,"List of Some Wonderful Ping Sites to Increase and Rank your Blog Posts #blogging #SEO @Adsolist  
https://t.co/NQCcltYCQj",FALSE,0,NA,1/30/2017 10:35,FALSE,NA,8.26016E+17,NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>",bizcontenting,0,FALSE,FALSE,NA,NA
1006,"RT @MakoSharkOscar: Starting the week with the Letter M for #mondaymotivation
Just got to keep pinging
#TalyorOCEARCHProject #ReplaceFearwi…",FALSE,0,NA,1/30/2017 10:32,FALSE,NA,8.26015E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",linds4fins,5,TRUE,FALSE,NA,NA
1007,What is Pinging and Importance in Off Page SEO | Off-Page SEO Techniques: https://t.co/QusBNC8nYL via @YouTube,FALSE,3,NA,1/30/2017 10:30,FALSE,NA,8.26015E+17,NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>",SeoRamanArora,2,FALSE,FALSE,NA,NA
1008,Perplexity have got to affiliates application tagging and pinging techniques?: kTSEf https://t.co/krU6gWFsCD,FALSE,0,NA,1/30/2017 10:26,FALSE,NA,8.26014E+17,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",ArianaGate1,0,FALSE,FALSE,NA,NA
1009,"RT @Adsolist: List of Some Wonderful Ping Sites to Increase and Rank your Blog Posts #blogging #SEO @Adsolist  
https://t.co/JGCyZ7YbNs",FALSE,0,NA,1/30/2017 10:25,FALSE,NA,8.26014E+17,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",abud_rea,7,TRUE,FALSE,NA,NA
1010,"RT @Adsolist: List of Some Wonderful Ping Sites to Increase and Rank your Blog Posts #blogging #SEO @Adsolist  
https://t.co/JGCyZ7YbNs",FALSE,0,NA,1/30/2017 10:22,FALSE,NA,8.26013E+17,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",SocialBookmarx,7,TRUE,FALSE,NA,NA
1011,Does anyone fancy pinging me an #AbuDhabi beach club @EntertainerGCC voucher? I want to take my mumsie next week <U+263A><U+263A><U+263A>,FALSE,1,NA,1/30/2017 10:15,FALSE,NA,8.26011E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",thatfit_journey,0,FALSE,FALSE,NA,NA
1012,List of Some Wonderful Ping Sites to Increase and Rank your Blog Posts #blogging #SEO… https://t.co/Fp0HpRvoBP from… https://t.co/RYpvZf8LRk,FALSE,0,NA,1/30/2017 10:10,TRUE,NA,8.2601E+17,NA,"<a href=""https://dlvrit.com/"" rel=""nofollow"">dlvr.it</a>",Adsnity,0,FALSE,FALSE,NA,NA
1013,embarrassed at how much shit I was chatting when I was pinging,FALSE,1,NA,1/30/2017 9:51,FALSE,NA,8.26005E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",HollyLangley,0,FALSE,FALSE,NA,NA
1014,@tasnim__uddin pathetic? Says you pinging off ye nut when you have a religion,FALSE,0,tasnim__uddin,1/30/2017 9:48,FALSE,8.25495E+17,8.26004E+17,123646283,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",WalderElise,0,FALSE,FALSE,NA,NA
1015,"RT @LloydTWhite: @leahmcelrath @mil_historicus On my oath to protect and defend, I'll face a court martial before I obey that order. Pingin…",FALSE,0,NA,1/30/2017 9:19,FALSE,NA,8.25997E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",TenaciousMutt,7,TRUE,FALSE,NA,NA
1016,"RT @LloydTWhite: @leahmcelrath @mil_historicus On my oath to protect and defend, I'll face a court martial before I obey that order. Pingin…",FALSE,0,NA,1/30/2017 9:10,FALSE,NA,8.25995E+17,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ApplegateMary,7,TRUE,FALSE,NA,NA
1017,@drmelf I hadn't - thanks for pinging it over,FALSE,0,drmelf,1/30/2017 8:45,FALSE,8.25814E+17,8.25988E+17,404981196,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",garnetto5,0,FALSE,FALSE,NA,NA
